gender,age,school_type,distance_from_home,parental_education,family_support,internet_access,study_hours,attendance,absences,previous_grades,sleep_hours,extracurricular,tutoring,motivation_level,performance
Male,15,Private,Near,High School,Medium,Yes,3.3,77.5,7,91.8,6.8,Yes,Yes,High,Medium
Male,17,Private,Near,College,Medium,Yes,4.3,81.6,10,30.1,7.0,No,Yes,Medium,Low
Female,17,Public,Moderate,,High,No,1.9,77.1,1,55.5,8.9,No,No,High,Medium
Male,15,Private,Far,College,,No,4.6,52.2,5,63.5,6.2,Yes,Yes,Low,Low
Female,18,Public,Near,Postgraduate,High,No,4.4,80.2,6,74.9,,No,No,Low,Medium
Female,16,Public,Far,High School,Medium,Yes,5.6,83.6,4,43.2,6.8,Yes,No,Low,Medium
Female,16,Public,Moderate,Postgraduate,High,Yes,3.8,73.9,10,53.3,5.8,Yes,No,Low,Medium
Female,17,Public,Near,Postgraduate,Low,Yes,5.2,66.1,3,70.0,7.0,No,Yes,Medium,Medium
Male,18,Public,Near,High School,Medium,Yes,4.3,69.4,4,69.3,7.8,Yes,No,Low,Low
Male,15,Public,Near,High School,Medium,No,4.3,89.2,3,73.7,8.6,No,No,High,Medium
Female,16,Public,Moderate,Postgraduate,Medium,Yes,5.2,100.0,10,74.7,8.8,Yes,Yes,Medium,Medium
Female,18,Private,Near,Postgraduate,High,Yes,5.1,96.6,4,73.1,6.6,Yes,Yes,Medium,Medium
Female,16,Private,Near,None,High,Yes,6.5,63.9,8,70.9,5.8,No,No,Low,Medium
Female,18,Public,Moderate,None,Low,Yes,4.8,90.3,14,68.8,6.6,Yes,No,Medium,Medium
Female,18,Private,Moderate,High School,Low,Yes,4.3,72.0,6,78.0,5.6,No,No,Low,Low
Male,17,Private,Near,Postgraduate,Medium,Yes,4.6,73.0,10,34.4,6.7,Yes,No,High,Medium
Male,16,Private,Near,High School,Medium,No,3.6,74.5,13,91.2,6.6,Yes,Yes,High,Medium
Female,15,Public,Moderate,College,Medium,No,4.3,88.5,10,34.9,7.9,No,Yes,Medium,Low
Female,17,Private,Moderate,College,High,Yes,9.1,91.5,6,51.8,,No,Yes,Low,Medium
Male,17,Private,Far,,High,Yes,3.2,78.8,9,64.6,6.1,Yes,No,High,Medium
Female,15,Private,Near,College,High,Yes,4.4,79.0,1,78.1,6.1,Yes,Yes,Medium,Medium
Male,17,Public,Far,High School,High,Yes,4.2,85.6,3,30.0,8.4,No,Yes,Low,Low
Female,18,Public,Moderate,Postgraduate,Medium,No,4.5,86.8,4,67.6,5.7,Yes,Yes,Medium,Medium
Male,18,Public,Moderate,High School,Medium,Yes,4.3,94.1,15,79.9,7.3,Yes,No,High,Medium
Male,16,Public,Moderate,College,Medium,Yes,5.6,64.6,3,82.9,6.8,No,No,Medium,Medium
Female,16,Public,Near,College,Medium,Yes,1.6,80.2,3,57.5,8.3,No,Yes,High,Medium
Male,15,Public,Near,High School,High,Yes,7.1,67.2,2,63.5,7.7,Yes,No,Low,Medium
Female,16,Private,Moderate,None,Medium,Yes,6.3,79.4,8,58.8,7.1,Yes,Yes,Low,Low
Female,18,Private,Moderate,High School,Medium,Yes,2.5,77.3,7,62.1,6.3,No,Yes,Medium,Low
Female,15,Public,Moderate,High School,Medium,Yes,0.5,79.4,10,52.5,4.8,No,Yes,Low,Low
Male,15,Private,Near,College,High,Yes,3.0,70.4,9,54.7,7.3,No,Yes,Medium,Medium
Male,16,Public,Far,College,Medium,Yes,4.5,62.2,0,74.5,7.6,Yes,Yes,Low,Medium
Male,18,Private,Moderate,College,High,No,10.2,54.9,3,70.0,5.1,Yes,No,Medium,High
Female,15,Private,Near,College,High,Yes,6.1,78.4,11,75.4,5.5,Yes,No,Medium,Medium
Female,18,Private,Near,College,Medium,Yes,1.4,74.8,5,71.2,7.3,Yes,No,High,Medium
Female,18,Private,Moderate,College,Medium,Yes,3.6,71.9,11,78.6,7.4,Yes,No,High,Medium
Female,18,Public,Moderate,High School,High,Yes,4.9,95.9,5,81.2,5.8,Yes,No,High,High
Female,16,Private,Moderate,High School,Medium,No,5.5,69.7,2,41.9,6.3,No,Yes,High,Medium
Female,17,Public,Far,High School,High,No,2.4,97.0,5,55.2,4.8,No,No,Medium,Low
Male,17,Private,Near,College,Medium,Yes,4.7,99.5,2,64.5,8.7,Yes,No,Medium,Medium
Female,15,Private,Near,High School,Low,Yes,3.6,56.6,4,67.7,5.4,No,No,High,Medium
Male,18,Private,Far,High School,High,Yes,2.8,81.1,7,57.9,7.7,No,Yes,Medium,Medium
Female,16,Public,Far,None,High,Yes,5.5,75.2,8,81.7,7.0,Yes,Yes,Medium,Medium
Female,18,Private,Moderate,College,High,Yes,6.5,45.1,0,97.7,8.5,Yes,No,High,Medium
Female,18,Public,Far,High School,High,No,6.7,62.7,6,70.8,6.0,No,No,Low,Low
Male,16,Public,Near,High School,High,Yes,6.1,89.3,4,69.3,7.1,Yes,Yes,High,Medium
Male,17,Private,Far,High School,High,Yes,4.0,100.0,3,80.7,5.0,Yes,No,Medium,Medium
Male,18,Public,Near,High School,High,Yes,6.4,90.8,7,40.0,4.7,Yes,Yes,Medium,Low
Male,18,Private,Near,College,Medium,Yes,5.6,83.9,4,68.4,7.7,Yes,No,High,Medium
Male,17,Public,Near,High School,Medium,Yes,5.3,79.7,12,82.7,4.9,No,Yes,Medium,Medium
Female,16,Public,Near,High School,High,Yes,3.8,100.0,11,58.4,6.7,No,Yes,High,Medium
Female,15,Private,Near,,,Yes,4.0,100.0,11,49.6,8.2,Yes,Yes,High,Medium
Male,17,Public,Near,High School,Medium,Yes,5.1,73.0,4,65.2,7.9,No,No,Medium,Medium
Male,15,Public,Near,High School,Medium,Yes,9.9,56.0,2,67.1,6.2,No,Yes,Low,Medium
Male,15,Private,Near,Postgraduate,Medium,No,5.6,54.8,6,54.4,5.1,No,No,Medium,Low
Female,17,Public,Moderate,High School,Medium,Yes,3.8,95.9,5,99.4,7.6,Yes,No,Medium,Medium
Male,18,Public,Near,High School,Low,Yes,3.3,79.4,4,60.8,8.6,No,Yes,High,Medium
Female,15,Public,Near,None,High,Yes,4.0,82.2,1,50.7,6.2,Yes,No,Low,Low
Male,15,Private,Moderate,College,Medium,Yes,9.4,58.5,6,66.6,6.0,Yes,Yes,Low,Medium
Female,16,Private,Far,College,Medium,Yes,4.2,71.0,4,81.6,6.4,Yes,Yes,Low,Low
Female,18,Private,Moderate,College,Low,Yes,6.8,76.5,9,68.3,7.7,Yes,Yes,Medium,Medium
Male,15,Public,Near,College,Low,No,4.2,82.5,9,75.3,8.5,Yes,Yes,High,Medium
Female,16,Private,Moderate,High School,,No,5.5,75.2,10,54.9,5.5,Yes,No,Low,Low
Male,18,Private,Near,High School,High,Yes,6.6,67.6,1,90.3,5.2,No,Yes,Low,Medium
Female,17,Private,Near,College,Low,Yes,3.9,70.6,8,76.4,,Yes,No,Medium,Medium
Male,17,Public,Near,Postgraduate,High,Yes,3.7,94.5,3,83.7,6.8,No,No,High,High
Female,16,Private,Far,,Medium,Yes,8.3,82.9,1,73.5,7.3,No,No,High,High
Female,17,Private,Near,College,Medium,Yes,7.0,87.3,4,80.4,6.2,Yes,No,High,Medium
Female,15,Public,Near,High School,Low,Yes,6.6,69.2,10,54.9,7.6,Yes,No,Low,Low
Female,18,Public,Near,None,Low,Yes,6.6,44.6,5,60.6,8.2,No,No,Medium,Medium
Male,15,Private,Far,High School,High,No,5.9,73.7,12,88.2,7.4,Yes,No,High,Medium
Male,15,Public,Moderate,High School,High,Yes,9.0,69.6,8,91.4,9.1,No,Yes,High,High
Male,17,Private,Near,College,Medium,No,5.1,84.2,4,50.8,6.6,No,No,Medium,Medium
Male,15,Private,Moderate,College,Low,Yes,6.2,100.0,11,71.7,6.7,Yes,No,High,High
Female,17,Public,Moderate,High School,Medium,Yes,2.1,88.3,8,61.5,7.3,Yes,No,High,Medium
Male,18,Public,Moderate,None,Medium,Yes,3.4,100.0,2,57.5,7.6,Yes,Yes,Medium,Medium
Female,18,Public,Near,College,High,Yes,2.6,86.8,13,72.3,7.3,No,Yes,Low,Low
Female,15,Private,Far,High School,Medium,Yes,7.5,72.4,7,85.1,5.5,No,Yes,Medium,Medium
Female,16,Public,Near,College,High,Yes,0.0,84.2,6,74.8,,No,No,High,Medium
Male,17,Private,Moderate,High School,Medium,Yes,4.2,100.0,3,63.2,6.6,Yes,Yes,Medium,Medium
Female,17,Public,Near,College,Medium,No,0.0,100.0,11,75.7,,Yes,No,High,Medium
Female,15,Public,Near,High School,Medium,Yes,3.3,73.1,8,62.6,,Yes,No,Medium,Medium
Male,17,Public,Near,None,Low,Yes,4.0,83.0,9,74.2,5.8,No,Yes,Low,Low
Female,17,Public,Moderate,High School,High,Yes,7.8,62.8,4,88.9,5.6,Yes,No,Low,Medium
Female,16,Private,Near,,Medium,Yes,5.8,89.9,9,36.8,4.0,Yes,No,High,Medium
Male,16,Public,Moderate,High School,High,Yes,3.3,98.6,10,80.0,9.1,No,Yes,Medium,Medium
Male,15,Public,Near,College,Low,Yes,7.1,80.5,3,44.9,7.7,Yes,No,Low,Medium
Male,16,Public,Moderate,High School,High,Yes,5.0,72.0,0,86.4,6.9,No,No,High,High
Male,15,Public,Far,None,Low,No,5.1,84.3,8,58.4,6.2,Yes,No,Medium,Medium
Male,18,Public,Moderate,College,High,Yes,2.6,85.0,0,49.7,4.0,Yes,No,High,Medium
Male,15,Private,Moderate,College,High,Yes,3.0,81.0,7,78.4,6.1,No,No,Medium,Medium
Male,18,Public,Moderate,Postgraduate,High,Yes,3.3,82.1,4,73.5,7.9,No,Yes,Low,Medium
Male,15,Public,Near,College,Medium,No,5.1,77.9,11,53.0,8.1,Yes,No,Medium,Low
Female,17,Public,Far,College,,No,5.2,92.0,4,49.2,7.8,Yes,Yes,High,Medium
Female,16,Private,Near,College,Medium,Yes,8.1,88.8,10,65.2,7.2,Yes,No,Low,Medium
Female,18,Public,Moderate,Postgraduate,Low,Yes,5.8,68.2,4,49.9,8.6,No,Yes,High,Medium
Male,15,Public,Moderate,College,Medium,Yes,0.0,67.9,10,52.1,6.6,Yes,Yes,Low,Low
Male,16,Private,Near,High School,Low,No,5.5,76.9,14,69.7,8.3,No,Yes,Medium,Medium
Male,15,Public,Near,,High,Yes,2.1,88.8,2,53.5,6.5,Yes,No,Medium,Medium
Male,16,Public,Moderate,High School,Low,Yes,3.1,81.8,7,74.4,5.9,No,No,High,Medium
Male,16,Public,Far,College,Medium,No,3.4,72.3,17,90.4,5.8,Yes,No,Medium,Medium
Female,15,Private,Far,College,Medium,Yes,3.7,83.1,6,65.8,,No,Yes,Medium,Medium
Male,18,Public,Moderate,College,,No,2.2,76.0,6,70.0,7.8,Yes,No,High,Medium
Female,18,Private,Moderate,None,High,Yes,5.4,90.6,9,98.3,6.1,Yes,Yes,Low,Medium
Female,17,Public,Far,College,Low,Yes,2.2,84.0,6,50.2,5.8,No,Yes,Low,Low
Male,16,Public,Near,College,Medium,Yes,5.7,76.2,0,85.9,7.9,Yes,No,Low,Medium
Male,17,Public,Near,High School,Medium,Yes,9.5,82.8,11,84.1,7.4,Yes,No,Medium,Medium
Female,17,Public,Moderate,College,High,Yes,2.3,95.8,0,80.8,8.2,Yes,Yes,Medium,Medium
Male,15,Private,Far,High School,High,Yes,4.4,73.2,4,87.4,7.6,Yes,No,High,Medium
Male,15,Public,Far,Postgraduate,High,Yes,0.0,84.8,11,72.2,6.1,No,No,Medium,Low
Female,15,Public,Near,College,Low,Yes,4.4,79.2,5,59.3,7.1,Yes,No,Low,Medium
Male,16,Public,Near,College,Medium,Yes,6.3,85.1,3,84.4,7.2,No,Yes,High,Medium
Female,15,Private,Near,College,Low,Yes,6.4,72.1,10,85.0,5.9,No,No,Medium,Medium
Female,15,Public,Near,Postgraduate,Low,Yes,5.2,81.3,3,84.6,5.7,No,Yes,High,High
Male,16,Private,Near,College,Medium,Yes,6.8,93.3,1,68.7,6.2,Yes,Yes,Medium,High
Male,16,Public,Moderate,High School,,Yes,10.1,68.8,7,57.3,9.4,Yes,Yes,Low,Medium
Male,18,Public,Near,College,Medium,Yes,8.4,64.0,5,70.9,6.5,No,No,Medium,Medium
Male,15,Public,Far,High School,Medium,No,4.0,64.5,1,82.1,8.5,Yes,Yes,Low,Medium
Male,15,Public,Near,High School,High,No,2.1,66.0,9,83.4,6.4,No,No,Low,Low
Female,15,Public,Moderate,Postgraduate,High,Yes,4.2,87.1,8,61.6,8.1,Yes,Yes,Medium,Medium
Male,18,Public,Near,College,Medium,No,3.1,63.1,5,72.7,8.1,Yes,No,Low,Low
Male,15,Private,Near,High School,Medium,No,5.9,76.4,5,48.4,8.1,No,No,Low,Medium
Female,18,Private,Near,High School,Medium,No,2.6,87.4,8,82.8,7.5,No,Yes,Medium,Medium
Female,17,Private,Far,High School,Low,Yes,4.9,85.0,11,56.3,8.7,No,No,Medium,Medium
Female,18,Public,Far,High School,Medium,Yes,6.7,75.4,5,79.8,7.5,No,Yes,Medium,Medium
Male,17,Public,Moderate,High School,Medium,Yes,4.8,82.3,9,50.8,9.1,No,Yes,Low,Medium
Female,15,Public,Near,College,High,Yes,3.1,81.3,8,83.5,5.1,Yes,No,Medium,Medium
Female,17,Private,Far,High School,High,Yes,7.3,77.3,10,72.8,7.4,No,No,High,Medium
Male,18,Private,Near,College,Medium,Yes,1.2,77.5,6,56.3,7.3,No,No,Medium,Low
Male,16,Public,Near,High School,Medium,Yes,4.3,100.0,2,78.4,5.9,No,No,Medium,Medium
Female,17,Public,Moderate,Postgraduate,Medium,Yes,4.9,89.7,4,59.1,,Yes,Yes,Low,Medium
Male,17,Public,Far,High School,High,Yes,5.0,100.0,7,79.2,5.2,No,No,Medium,Medium
Male,15,Public,Near,None,Medium,Yes,5.4,74.0,13,63.9,6.2,Yes,No,High,Medium
Male,18,Public,Near,None,Medium,No,6.2,79.0,4,42.2,4.6,Yes,Yes,Medium,Medium
Male,17,Public,Far,College,Low,Yes,4.9,64.0,9,53.3,8.9,Yes,Yes,Low,Low
Female,17,Private,Near,College,Low,Yes,4.3,70.3,5,61.5,6.7,Yes,No,Low,Low
Female,17,Public,Near,High School,High,Yes,4.2,100.0,6,88.5,9.6,Yes,No,High,High
Female,17,Public,Moderate,High School,Medium,Yes,3.8,73.7,12,81.5,8.0,No,Yes,High,Medium
Male,16,Private,Far,None,Medium,Yes,6.6,100.0,9,92.4,7.5,No,Yes,Medium,Medium
Male,18,Public,Moderate,College,Medium,No,3.7,65.1,1,92.8,6.3,Yes,No,Medium,Medium
Male,15,Public,Far,College,Medium,Yes,6.7,67.4,4,60.0,5.7,No,No,High,Medium
Male,15,Public,Moderate,High School,High,Yes,5.0,75.9,11,65.2,7.6,Yes,Yes,Low,Medium
Male,16,Public,Near,High School,High,No,4.0,79.2,7,61.8,6.9,Yes,No,Medium,Medium
Female,18,Public,Far,High School,Medium,Yes,6.2,91.1,1,57.9,5.4,Yes,No,High,Medium
Male,17,Private,Near,High School,Low,Yes,3.5,85.4,3,40.4,5.2,No,Yes,Medium,Medium
Female,16,Public,Near,College,Medium,Yes,6.3,75.0,9,67.8,,Yes,No,Low,Medium
Male,18,Public,Moderate,High School,Medium,Yes,5.4,78.4,10,48.7,9.2,Yes,Yes,Low,Medium
Male,17,Private,Near,High School,Medium,Yes,3.8,76.2,6,67.5,9.7,Yes,No,High,Medium
Male,16,Public,Near,High School,High,Yes,6.1,69.0,16,99.7,7.2,No,Yes,Medium,Medium
Female,18,Private,Near,Postgraduate,Low,Yes,6.1,69.3,9,60.4,7.2,No,Yes,High,Medium
Female,15,Private,Near,Postgraduate,Medium,No,7.3,92.3,5,70.9,6.6,Yes,Yes,Medium,Medium
Female,15,Public,Far,High School,Low,Yes,6.9,58.1,3,81.6,5.9,Yes,Yes,High,Medium
Male,18,Private,Moderate,High School,High,No,6.0,99.4,2,72.2,8.7,No,No,High,High
Male,15,Public,Far,High School,Medium,Yes,2.7,75.9,7,72.4,9.2,No,No,Medium,Medium
Female,18,Private,Near,College,High,Yes,9.9,70.7,4,62.6,5.9,Yes,Yes,Medium,Medium
Male,17,Public,Near,None,Low,Yes,2.2,88.9,13,64.5,6.9,No,Yes,Medium,Medium
Female,18,Private,Near,College,Medium,Yes,6.9,97.8,12,53.6,6.5,No,No,Medium,Medium
Male,17,Private,Near,College,High,Yes,5.9,93.4,9,80.7,6.5,Yes,Yes,Medium,Medium
Male,16,Public,Near,,Medium,Yes,2.7,86.0,1,41.9,8.4,No,Yes,High,Medium
Male,18,Public,Moderate,,High,No,4.8,93.0,3,82.6,5.4,Yes,No,Low,Medium
Male,16,Private,Far,College,Medium,Yes,4.8,59.4,11,46.9,7.6,No,No,Medium,Medium
Female,15,Private,Far,College,,Yes,7.6,73.7,4,82.4,7.9,Yes,No,Medium,Medium
Male,17,Public,Near,High School,Medium,No,3.6,69.1,10,62.7,6.8,Yes,No,Low,Low
Male,18,Private,Far,High School,Medium,Yes,4.5,94.7,8,49.5,8.1,No,Yes,Medium,Medium
Male,16,Public,Near,High School,Medium,Yes,0.3,75.4,6,76.7,7.2,No,No,High,Medium
Male,17,Public,Near,High School,Medium,Yes,8.5,90.1,3,81.9,8.5,Yes,Yes,Medium,High
Female,17,Public,Far,High School,High,Yes,2.9,86.4,6,61.4,5.2,Yes,Yes,High,Medium
Female,15,Public,Moderate,College,Medium,Yes,5.7,69.7,7,78.8,6.6,Yes,No,High,Medium
Female,15,Private,Near,High School,Medium,Yes,4.8,73.0,10,33.7,6.9,No,No,High,Medium
Female,17,Public,Near,Postgraduate,Medium,Yes,4.8,95.5,2,48.2,4.0,No,Yes,Medium,Medium
Male,17,Private,Near,High School,Low,Yes,6.6,70.7,5,87.4,5.7,Yes,Yes,Low,Medium
Female,18,Public,Moderate,Postgraduate,Medium,Yes,8.3,81.5,6,64.6,6.0,No,No,Medium,Medium
Male,17,Public,Moderate,High School,High,No,5.5,70.6,9,40.1,8.1,No,No,Medium,Medium
Male,18,Public,Far,College,High,No,6.3,76.2,2,57.5,6.2,Yes,No,High,Medium
Female,17,Public,Near,High School,Medium,Yes,5.7,79.4,1,54.1,6.0,No,No,Medium,Medium
Male,15,Public,Near,High School,High,Yes,7.0,70.6,9,65.5,8.0,Yes,No,Low,Medium
Female,18,Public,Moderate,Postgraduate,Medium,No,4.1,68.5,0,62.4,5.1,No,No,Medium,Medium
Male,16,Public,Moderate,High School,High,Yes,7.2,83.4,11,70.7,,Yes,No,Medium,Medium
Female,15,Public,Near,College,High,Yes,7.2,69.9,5,67.0,6.6,Yes,Yes,Low,Medium
Female,18,Public,Moderate,College,High,Yes,7.2,70.3,0,88.4,5.3,Yes,Yes,Low,Medium
Female,18,Public,Far,College,Low,No,3.7,68.7,4,74.4,5.3,No,No,High,Medium
Female,16,Private,Far,College,Medium,Yes,4.7,79.1,8,74.9,7.7,Yes,Yes,Medium,Medium
Female,18,Private,Far,College,Low,No,5.5,91.3,4,85.5,8.1,Yes,Yes,Low,Low
Male,17,Public,Far,None,High,Yes,2.3,98.1,6,62.2,7.9,No,No,Medium,Medium
Male,16,Public,Moderate,College,Medium,Yes,8.2,71.3,9,49.1,8.3,No,Yes,Medium,Medium
Male,15,Public,Far,Postgraduate,High,Yes,5.0,100.0,5,86.1,8.5,No,No,Low,Medium
Female,15,Private,Near,None,Medium,Yes,5.6,67.9,2,70.0,4.4,Yes,Yes,High,Medium
Male,17,Public,Near,High School,High,No,3.8,93.0,5,70.1,7.5,No,No,Medium,Medium
Female,15,Public,Near,College,Low,No,2.3,71.3,12,58.5,6.4,Yes,No,Low,Low
Male,18,Public,Moderate,High School,Low,Yes,3.8,69.5,13,58.7,6.1,Yes,No,High,Medium
Male,18,Public,Near,High School,Medium,No,5.4,71.1,0,80.7,7.7,Yes,Yes,High,Medium
Female,17,Public,Far,High School,Medium,No,6.3,79.4,10,82.8,4.9,Yes,No,Medium,Medium
Male,15,Private,Near,College,Medium,Yes,5.3,87.0,7,79.8,4.9,Yes,No,Medium,Medium
Male,15,Public,Near,,,Yes,5.7,88.0,10,79.9,7.8,Yes,No,High,Medium
Male,17,Public,Moderate,College,Low,Yes,4.3,68.7,4,76.5,7.6,No,No,Medium,Medium
Female,16,Public,Near,College,Medium,Yes,6.0,68.1,0,70.0,7.2,Yes,No,Medium,Medium
Female,15,Public,Near,High School,High,Yes,8.0,69.0,8,65.4,5.9,Yes,Yes,Medium,Medium
Male,16,Private,Near,College,Low,Yes,6.4,78.7,2,86.2,7.9,Yes,No,Medium,Medium
Male,15,Public,Moderate,Postgraduate,High,Yes,6.6,77.5,0,62.4,7.8,No,No,Medium,Medium
Male,15,Private,Near,College,High,No,5.6,68.6,1,73.5,7.1,Yes,No,Medium,Medium
Female,15,Public,Moderate,College,Low,No,2.0,83.2,8,55.9,5.6,Yes,No,Low,Low
Female,15,Public,Moderate,High School,Medium,Yes,2.9,100.0,7,58.1,6.5,Yes,No,High,Medium
Male,18,Private,Near,College,Medium,Yes,5.9,73.9,9,64.5,8.0,No,Yes,Low,Medium
Male,16,Public,Near,None,High,Yes,5.0,74.8,9,55.9,8.6,Yes,No,Medium,Medium
Male,16,Private,Near,High School,Medium,Yes,5.9,86.7,4,80.0,6.6,Yes,No,Medium,Medium
Female,15,Public,Moderate,High School,Medium,Yes,8.4,73.3,6,47.8,6.7,Yes,No,High,Medium
Female,15,Private,Near,High School,High,Yes,6.5,88.0,4,69.5,6.8,No,No,Medium,Medium
Male,16,Public,Near,College,Low,Yes,7.5,71.4,5,70.0,,Yes,No,High,Medium
Male,18,Public,Moderate,High School,High,Yes,5.2,100.0,2,40.8,6.3,No,No,Low,Medium
Male,17,Private,Moderate,College,High,Yes,3.4,84.1,8,61.4,4.0,Yes,Yes,Medium,Medium
Female,17,Private,Near,College,Medium,Yes,4.9,72.6,10,71.8,8.4,No,No,High,Medium
Male,16,Private,Near,College,High,No,3.4,72.9,3,74.4,9.2,No,No,High,Medium
Female,15,Private,Far,High School,High,No,8.1,73.8,11,64.9,6.3,No,No,Medium,Medium
Female,15,Private,Far,College,Medium,Yes,6.6,96.5,6,78.2,5.7,Yes,No,Medium,Medium
Male,18,Public,Moderate,High School,Medium,Yes,6.0,64.8,7,66.4,6.8,Yes,No,Low,Medium
Male,17,Public,Moderate,None,Medium,Yes,7.5,72.0,0,68.2,6.8,Yes,No,Medium,Medium
Male,18,Public,Moderate,Postgraduate,Low,Yes,1.0,73.3,0,71.8,8.2,No,Yes,Medium,Medium
Female,17,Public,Far,High School,High,Yes,6.2,79.8,7,81.9,7.1,No,Yes,Low,Medium
Female,16,Public,Far,None,Low,Yes,2.4,76.7,9,57.9,6.0,Yes,No,High,Medium
Female,17,Public,Near,Postgraduate,High,No,5.0,62.1,3,60.7,5.4,No,No,High,Medium
Female,18,Public,Far,High School,Medium,Yes,4.4,75.2,13,58.0,8.0,Yes,No,Low,Low
Male,18,Private,Near,College,Low,No,6.3,78.8,9,63.0,7.7,No,No,Medium,Medium
Female,18,Public,Near,High School,High,Yes,5.5,72.5,2,89.4,8.3,Yes,Yes,High,High
Female,16,Public,Moderate,High School,High,Yes,7.7,88.2,6,76.6,5.8,Yes,No,Low,Medium
Male,17,Public,Near,High School,Medium,Yes,3.8,91.0,16,51.0,9.2,Yes,No,Medium,Medium
Female,17,Private,Far,High School,Medium,Yes,6.4,79.1,1,59.0,4.9,No,Yes,Medium,Medium
Female,18,Private,Near,High School,Low,Yes,5.3,82.8,8,73.6,7.9,No,No,Low,Low
Female,17,Public,Moderate,College,Medium,Yes,1.7,54.1,5,54.4,4.7,Yes,No,Medium,Low
Female,15,Public,Far,College,Medium,Yes,3.2,74.9,9,57.1,6.1,Yes,Yes,High,Medium
Female,15,Public,Far,Postgraduate,Medium,Yes,4.7,92.1,11,88.2,8.9,Yes,Yes,Medium,Medium
Female,15,Public,Near,None,High,Yes,7.2,74.9,4,58.8,8.0,Yes,Yes,Medium,Medium
Male,17,Public,Near,College,Medium,No,5.9,71.2,10,82.3,6.3,Yes,Yes,Medium,Medium
Male,16,Public,Moderate,College,,Yes,2.7,100.0,15,86.8,6.4,No,No,High,Medium
Female,16,Public,Near,Postgraduate,High,Yes,4.7,100.0,6,57.0,7.1,No,Yes,High,Medium
Male,16,Public,Far,None,Medium,Yes,9.0,85.6,9,54.7,7.6,No,No,Low,Medium
Male,16,Private,Far,College,High,No,5.2,93.7,4,63.9,8.5,No,Yes,High,Medium
Male,15,Private,Near,Postgraduate,Medium,Yes,4.3,53.3,6,51.7,6.5,Yes,No,Low,Low
Male,15,Public,Near,,High,Yes,6.0,70.5,5,69.8,5.1,No,Yes,Low,Medium
Female,18,Public,Near,Postgraduate,Medium,Yes,6.5,74.4,9,64.9,7.2,Yes,No,Medium,Medium
Female,17,Public,Far,None,Low,Yes,4.1,77.2,11,73.4,6.5,No,No,Medium,Medium
Male,17,Public,Near,College,High,Yes,6.0,74.1,6,89.0,5.4,Yes,No,Medium,Medium
Male,16,Private,Near,Postgraduate,Medium,No,4.3,49.4,12,80.3,7.4,No,No,Medium,Medium
Male,15,Public,Near,College,High,No,6.4,84.6,12,75.3,6.7,Yes,No,Low,Medium
Female,16,Private,Moderate,High School,High,Yes,5.3,86.5,9,38.5,7.4,Yes,No,Medium,Medium
Female,18,Public,Near,None,Low,Yes,6.0,99.2,4,74.7,5.9,No,Yes,Medium,Medium
Male,17,Private,Near,Postgraduate,Medium,Yes,3.5,70.5,4,93.8,7.6,Yes,No,Medium,Medium
Female,17,Public,Far,College,Medium,Yes,3.4,69.6,3,30.0,5.4,Yes,Yes,Low,Low
Female,16,Private,Far,None,Medium,No,6.9,47.8,10,78.3,6.0,No,No,Low,Low
Female,18,Public,Moderate,College,High,Yes,4.8,76.5,1,65.6,6.7,No,No,High,Medium
Female,17,Public,Near,College,Medium,Yes,5.6,90.8,9,55.3,9.1,Yes,No,High,Medium
Male,18,Public,Near,High School,Medium,Yes,4.4,72.7,2,80.0,7.9,Yes,Yes,Low,Medium
Female,18,Public,Moderate,High School,High,No,6.8,100.0,9,93.6,8.3,Yes,Yes,Low,Medium
Male,16,Private,Near,None,Low,Yes,3.8,76.9,6,79.6,8.7,No,Yes,Medium,Medium
Female,15,Private,Far,College,High,Yes,4.7,81.8,11,62.4,10.0,Yes,Yes,High,Medium
Female,16,Private,Moderate,College,Medium,Yes,6.6,63.6,11,53.8,7.0,No,Yes,Medium,Medium
Female,15,Public,Near,College,High,Yes,7.3,83.4,12,70.2,8.7,Yes,Yes,High,Medium
Female,18,Private,Far,College,Medium,No,4.0,56.2,12,81.1,8.2,Yes,No,Medium,Medium
Male,15,Public,Far,Postgraduate,Low,Yes,8.9,88.3,7,62.2,8.2,Yes,No,High,High
Female,18,Public,Near,College,Medium,Yes,5.6,88.7,1,63.6,9.1,Yes,No,Low,Medium
Female,17,Public,Moderate,None,Low,Yes,2.9,96.3,2,100.0,,No,No,High,Medium
Female,17,Public,Near,College,High,No,5.7,67.8,0,84.2,6.4,Yes,No,Medium,Medium
Male,17,Public,Near,High School,Low,Yes,4.2,81.9,2,85.3,7.4,No,No,High,Medium
Male,16,Public,Near,College,High,Yes,5.9,86.8,6,46.1,,Yes,No,Medium,Medium
Male,16,Public,Moderate,College,Medium,Yes,4.9,85.3,4,57.4,7.4,Yes,Yes,Medium,Medium
Female,18,Private,Far,High School,Medium,Yes,5.1,69.6,5,69.1,8.9,Yes,No,High,Medium
Female,17,Public,Moderate,Postgraduate,Low,Yes,3.2,51.3,8,53.0,6.4,No,No,High,Medium
Male,16,Public,Near,High School,Medium,No,7.0,84.2,5,92.0,6.6,No,Yes,Medium,Medium
Male,17,Public,Moderate,College,Medium,Yes,2.7,78.2,2,89.2,7.2,Yes,No,Medium,Medium
